claim_id,anchor,section,claim_type,severity,claim_text,expected_evidence_type,verification_method,pass_criteria,status,evidence_anchor,notes,original_anchor
claim-0071,docs/src/lifecycle/failsafe-fencing.md:6,lifecycle,descriptive,high,"- Fencing: when trust is full and the node observes conflicting leadership evidence (a non-self leader record while it believes it is primary), it takes demotion-oriented behavior to reduce split-brain risk.",,,,rewritten,"[`src/ha/decide.rs:decide`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L125), [`src/ha/worker.rs:integration_primary_split_brain_enters_fencing_and_process_feedback_advances`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L1289), [`src/process/worker.rs:ProcessJobKind::Fencing`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L853)","Rewritten exact replacement: `Fencing is entered in the Primary phase when trust is full and a non-self leader record is observed, with demotion-oriented actions DemoteToReplica, ReleaseLeaderLease, FenceNode; it is not a general “unsafe primary” fallback.`",docs/src/lifecycle/failsafe-fencing.md:6
claim-0072,docs/src/lifecycle/failsafe-fencing.md:10,lifecycle,descriptive,low,Observe[Observe trust and leader evidence] --> TrustOK{Trust full?},,,,rewritten,"[`src/ha/decide.rs:decide`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L23), [`src/dcs/state.rs:evaluate_trust`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L87), [`src/ha/decide.rs:is_available_primary_leader`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L241)",Rewritten exact replacement: `The code gates behavior on DcsTrust: !FullQuorum is the “trust-not-OK” path; FullQuorum is the trust-ok path. Leadership/primary-availability is then derived separately in is_available_primary_leader and handled per-phase.`,docs/src/lifecycle/failsafe-fencing.md:10
claim-0073,docs/src/lifecycle/failsafe-fencing.md:11,lifecycle,descriptive,high,TrustOK -->|no| FS[Enter or remain fail-safe],,,,verified,"[`src/ha/decide.rs:decide`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51), [`src/ha/decide.rs:transition_matrix_cases`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L393), [`src/ha/worker.rs:integration_transitions_replica_candidate_primary_and_failsafe`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L1266)","Verified: when DCS trust is not `FullQuorum`, `decide` sets phase to `FailSafe` and appends `SignalFailSafe`, and transition-matrix + integration tests assert this exact fail-safe behavior.",docs/src/lifecycle/failsafe-fencing.md:11
claim-0074,docs/src/lifecycle/failsafe-fencing.md:12,lifecycle,descriptive,low,TrustOK -->|yes| Conflict{In Primary and other leader record?},,,,rewritten,"[`src/ha/decide.rs:decide`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51), [`src/ha/decide.rs:decide`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L39)","Rewritten exact replacement: `After passing the FullQuorum trust gate, only specific phase logic applies; conflict evaluation is performed via has_other_leader_record in the Primary branch rather than as a standalone global flow node.`",docs/src/lifecycle/failsafe-fencing.md:12
claim-0075,docs/src/lifecycle/failsafe-fencing.md:13,lifecycle,descriptive,high,Conflict -->|yes| Fence[Fencing or demotion path],,,,verified,"[`src/ha/decide.rs:decide`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L125), [`src/ha/decide.rs:transition_matrix_cases`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L378), [`src/ha/worker.rs:integration_primary_split_brain_enters_fencing_and_process_feedback_advances`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L1289)","Verified: conflicting leader evidence in Primary maps directly to `HaPhase::Fencing` and dispatches demotion/fencing actions, then on process success returns to `WaitingDcsTrusted`; matrix and integration tests assert this path.",docs/src/lifecycle/failsafe-fencing.md:13
claim-0076,docs/src/lifecycle/failsafe-fencing.md:27,lifecycle,descriptive,high,"Operators should treat fail-safe as a meaningful status, not as noise. It indicates that coordination assumptions are currently insufficient for normal promotion behavior and is visible via `/ha/state` (`ha_phase`).",,,,rewritten,"[`src/api/controller.rs:get_ha_state`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L51), [`src/api/worker.rs:ha_state_route_returns_typed_json_even_when_debug_disabled`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs#L1685), [`src/ha/e2e_multi_node.rs:wait_for_all_nodes_failsafe`](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1496)",Rewritten exact replacement: `Operators can consume a concrete fail-safe signal via /ha/state (ha_phase field) and test harnesses already treat no-Primary + fail-safe sampling as a meaningful operational state for no-quorum split-brain safety.`,docs/src/lifecycle/failsafe-fencing.md:27
claim-0077,docs/src/lifecycle/failover.md:3,lifecycle,descriptive,high,"Failover is driven by observed state. When coordination trust is sufficient and PostgreSQL is reachable, candidate/replica nodes can acquire leadership and promote; when trust is degraded they move to conservative phases (like fail-safe) instead of promoting.",,,,rewritten,"`src/ha/decide.rs:20` (`decide`), `src/ha/decide.rs:31-119`, `src/ha/e2e_multi_node.rs:1905` (`e2e_multi_node_unassisted_failover_sql_consistency`), `src/ha/e2e_partition_chaos.rs:840` (`e2e_partition_primary_isolation_failover_no_split_brain`), `src/ha/decide.rs:241` (`is_available_primary_leader`), `src/ha/decide.rs:44` (`is_postgres_reachable`)","Replaced with: “Failover is driven by observed state: when trust is sufficient and PostgreSQL is reachable, candidate/replica nodes transition via explicit HA decision branches to acquire lease or promote; when trust is degraded they move to conservative phases (e.g., `FailSafe`).”",docs/src/lifecycle/failover.md:3
claim-0078,docs/src/lifecycle/failover.md:5,lifecycle,behavioral,medium,"Promotion is not granted simply because the old leader is unreachable. It also requires sufficient coordination trust, local SQL reachability, and lease/leadership evidence.",,,,rewritten,"`src/ha/decide.rs:31-119`, `src/ha/decide.rs:85-116`, `src/dcs/state.rs:87` (`evaluate_trust`), `src/dcs/state.rs:303-333` (`evaluate_trust_covers_all_outcomes`)","Replaced with: “Promotion is not granted simply on leader disappearance; it requires `DcsTrust::FullQuorum` plus local SQL reachability, then lease-related conditions (`CandidateLeader` self/lease-acquire flow), while trust failures force safer phases instead of immediate promotion.”",docs/src/lifecycle/failover.md:5
claim-0079,docs/src/lifecycle/failover.md:9,lifecycle,descriptive,high,Failover is where optimistic assumptions are most dangerous. The lifecycle intentionally makes promotion conditional to prevent split-brain during partial failures.,,,,verified,"`src/ha/decide.rs:52-61` (trust downgrade to `FailSafe`), `src/ha/decide.rs:378` (`primary split brain fences` test case), `src/ha/decide.rs:125`–`149` (primary split-brain branch), `src/ha/e2e_multi_node.rs:2099`/`2119` (`e2e_multi_node_real_ha_scenario_matrix` split-brain checks), `src/ha/e2e_partition_chaos.rs:881` (`primary isolation entered FailSafe`)",Evidence shows deliberate suppression of unsafe transitions: non-full trust and split-brain-style leader conflicts trigger fail-safe/fencing actions and tests assert no dual-primary windows after failover/isolation scenarios.,docs/src/lifecycle/failover.md:9
claim-0080,docs/src/lifecycle/failover.md:17,lifecycle,descriptive,low,"During an outage, the key question is not ""why is promotion delayed"" in isolation. The key question is whether evidence quality supports safe promotion. In this implementation that is expressed through explicit trust, local SQL reachability, and lease/leadership predicates.",,,,rewritten,"`src/ha/decide.rs:45`, `src/ha/decide.rs:85-116`, `src/ha/decide.rs:232-246`, `src/dcs/state.rs:87` (`evaluate_trust`), `src/ha/e2e_multi_node.rs:1515`","Replaced with: “During degraded conditions, promotion decisions are gated by `DcsTrust` and local SQL reachability plus lease state, not by a separate explicit readiness gate in the decision logic.”",docs/src/lifecycle/failover.md:17
claim-0081,docs/src/introduction.md:3,introduction.md,descriptive,high,"This system is a local high-availability control plane for PostgreSQL. One `pgtuskmaster` node supervises one PostgreSQL instance, participates in shared coordination through etcd, and continuously decides whether that PostgreSQL should run as primary, replica, or in a conservative safety state.",,,,verified,"`src/runtime/node.rs:75` (`run_node_from_config_path`), `src/runtime/node.rs:80` (`run_node_from_config`), `src/runtime/node.rs:587` (`run_workers`), `src/runtime/node.rs:657`/`691`/`720` (`EtcdDcsStore::connect` for DCS/HA/API stores), `src/ha/state.rs:1-17` (`HaPhase`), `src/ha/worker.rs:42-74` (ha worker loop + decide dispatch)","Verified. A per-node runtime launches PostgreSQL info, HA, process, API, DCS workers from one runtime config and continuously executes HA decision cycles over phase states (`Primary`, `Replica`, `CandidateLeader`, `FailSafe`, etc.) for that node’s local PG.",docs/src/introduction.md:3
claim-0082,docs/src/introduction.md:5,introduction.md,descriptive,high,"The practical goal is to keep role transitions safe and predictable. When a cluster is healthy, the system supports stable leadership, planned switchovers, and unplanned failover handling. When signals are inconsistent, the system prefers actions that reduce split-brain risk, even when those actions temporarily reduce write availability.",,,,verified,"`src/ha/e2e_multi_node.rs:1905` (`e2e_multi_node_unassisted_failover_sql_consistency`), `src/ha/e2e_multi_node.rs:2085` (`e2e_multi_node_real_ha_scenario_matrix`), `src/ha/e2e_multi_node.rs:2099` (planned switchover), `src/ha/e2e_multi_node.rs:2256` (`e2e_multi_node_stress_planned_switchover_concurrent_sql`), `src/ha/e2e_multi_node.rs:2494` (`e2e_no_quorum_enters_failsafe_strict_all_nodes`)","Verified. The tested scenarios cover stable leadership and planned switchover, then transitions to failover/failsafe on fault conditions, with explicit no-dual-primary and reduced-write-availability checks during no-quorum windows.",docs/src/introduction.md:5
claim-0083,docs/src/introduction.md:11,introduction.md,descriptive,low,Node <-->|coordination| ETCD[(etcd / DCS)],,,,verified,"`src/runtime/node.rs:657` (`dcs_store`), `src/runtime/node.rs:691` (`ha_store`), `src/runtime/node.rs:720` (`api_store`), `src/dcs/worker.rs:1` (`run`/`step_once` coordination loop), `src/dcs/worker.rs:17` (`refresh_from_etcd_watch` path via cache updates)","Verified. Node runtime instantiates and uses etcd-backed DCS stores across HA/DCS/API paths, matching a coordination-loop architecture with etcd/DCS participation.",docs/src/introduction.md:11
claim-0084,docs/src/lifecycle/switchover.md:9,lifecycle,descriptive,low,participant DCS as etcd / DCS,,,,verified,"[src/runtime/node.rs:657]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L657), [src/runtime/node.rs:691]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L691), [src/runtime/node.rs:720]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L720), [src/runtime/node.rs:308]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L308)","All runtime participants (`api_ctx`, `ha_ctx`, and `dcs_store`) are built via `EtcdDcsStore::connect`, confirming the active DCS runtime path is etcd-backed.",docs/src/lifecycle/switchover.md:9
claim-0085,docs/src/lifecycle/switchover.md:11,lifecycle,descriptive,low,participant Old as Current primary,,,,verified,"[src/ha/decide.rs:126]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L126), [src/ha/decide.rs:607]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L607), [src/ha/e2e_multi_node.rs:772]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L772), [src/ha/e2e_multi_node.rs:1225]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1225)","In switchover state, the previous leader path explicitly emits `DemoteToReplica` and release actions, and e2e asserts a former primary leaves `Primary` after switchover completion.",docs/src/lifecycle/switchover.md:11
claim-0086,docs/src/lifecycle/switchover.md:15,lifecycle,descriptive,low,API->>DCS: write switchover intent,,,,verified,"[src/api/worker.rs:198]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs#L198), [src/api/controller.rs:19]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L19), [src/dcs/store.rs:89]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L89), [src/api/controller.rs:138]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L138), [tests/bdd_api_http.rs:428]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/tests/bdd_api_http.rs#L428)","`POST /switchover` is dispatched to `post_switchover` and writes a typed switchover record into DCS (`scope/switchover` path semantics), which is directly asserted by tests.",docs/src/lifecycle/switchover.md:15
claim-0087,docs/src/lifecycle/switchover.md:16,lifecycle,descriptive,low,HA->>DCS: observe intent and trust,,,,verified,"[src/ha/decide.rs:37]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L37), [src/ha/decide.rs:51]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51), [src/api/controller.rs:73]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L73), [src/cli/client.rs:74]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/cli/client.rs#L74)","HA decision reads `world.dcs.value.cache.switchover` and `world.dcs.value.trust`, and HA state exposes `switchover_requested_by`/`dcs_trust`, so both intent and trust are observed before actioning.",docs/src/lifecycle/switchover.md:16
claim-0088,docs/src/lifecycle/switchover.md:18,lifecycle,descriptive,low,HA->>New: promote when lease and readiness allow,,,,verified,"[src/ha/decide.rs:96]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L96), [src/ha/decide.rs:113]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L113), [src/ha/decide.rs:367]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L367), [src/ha/decide.rs:375]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L375)",Promotion logic for candidate/replica paths requires leadership/readiness context (`i_am_leader` / PG reachability gating) and is covered by unit tests validating primary transition when these preconditions are met.,docs/src/lifecycle/switchover.md:18
claim-0089,docs/src/lifecycle/switchover.md:19,lifecycle,descriptive,low,HA->>DCS: clear switchover intent,,,,verified,"[src/ha/decide.rs:129]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L129), [src/ha/decide.rs:387]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L387), [src/ha/worker.rs:129]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L129), [src/ha/worker.rs:1305]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L1305), [src/dcs/store.rs:62]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L62)","After switchover handling runs, HA can emit `ClearSwitchover`, and worker execution maps it to DCS `clear_switchover`, with unit tests validating switchover-key deletion in DCS.",docs/src/lifecycle/switchover.md:19
claim-0090,docs/src/lifecycle/switchover.md:32,lifecycle,descriptive,low,"If a switchover stalls, treat it as a precondition wait while trust, lease ownership/state, and PostgreSQL readiness constraints are enforced. Check trust posture, node reachability/readiness, and leader lease state first.",,,,rewritten,"[src/ha/decide.rs:51]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51), [src/ha/decide.rs:96]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L96), [src/ha/e2e_multi_node.rs:1225]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1225), [src/ha/e2e_multi_node.rs:1271]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1271)","There is no explicit code path that labels a non-advancing switchover as “precondition failure”; the evidence shows only gating by trust/readiness/lease plus retry loops, so this claim should be rewritten to: “A stalled switchover is treated as a precondition wait while trust, lease ownership/state, and PostgreSQL readiness constraints are enforced, with progress only when all required predicates pass.”
Status updated to rewritten: bounded operational guidance; no hard guarantee asserted.",docs/src/lifecycle/switchover.md:32
claim-0091,docs/src/operator/deployment.md:3,operator,descriptive,low,"A standard deployment runs one `pgtuskmaster` process per PostgreSQL instance, with all nodes connected to a shared etcd cluster for coordination.",,,,verified,"[src/test_harness/ha_e2e/startup.rs:333-365 (`start_cluster_inner` loop)](./src/test_harness/ha_e2e/startup.rs#L333-L365), [src/test_harness/ha_e2e/startup.rs:654-665 (`tokio::task::spawn_local(run_node_from_config)`)](./src/test_harness/ha_e2e/startup.rs#L654-L665), [src/test_harness/ha_e2e/startup.rs:258-260](./src/test_harness/ha_e2e/startup.rs#L258-L260), [src/test_harness/ha_e2e/startup.rs:396-403](./src/test_harness/ha_e2e/startup.rs#L396-L403), [src/test_harness/ha_e2e/startup.rs:431-434 (`RuntimeConfig { dcs: DcsConfig { endpoints, ... }}`)](./src/test_harness/ha_e2e/startup.rs#L431-L434)","Verified: one runtime/task is started per `node_id` (`node-1`, `node-2`, …) and each runtime is configured with node-local PostgreSQL settings plus shared etcd cluster endpoints (`client_endpoints`) for coordination.",docs/src/operator/deployment.md:3
claim-0092,docs/src/operator/deployment.md:7,operator,descriptive,low,subgraph ETCD[etcd cluster],,,,verified,"[src/test_harness/etcd3.rs:189-197 (`spawn_etcd3_cluster`)](./src/test_harness/etcd3.rs#L189-L197), [src/test_harness/etcd3.rs:191-199 (start member startup)](./src/test_harness/etcd3.rs#L191-L199), [src/test_harness/etcd3.rs:248-252 (`client_endpoints` construction)](./src/test_harness/etcd3.rs#L248-L252), [src/test_harness/etcd3.rs:82-90 (`EtcdClusterHandle`)](./src/test_harness/etcd3.rs#L82-L90)","Verified: the harness explicitly constructs and starts an etcd cluster handle (`EtcdClusterSpec`), i.e., a shared etcd cluster used as the coordination control plane.",docs/src/operator/deployment.md:7
claim-0093,docs/src/operator/deployment.md:8,operator,descriptive,low,E1[(etcd)],,,,rewritten,"[src/ha/e2e_multi_node.rs:282-288 (`ClusterFixture::start`)](./src/ha/e2e_multi_node.rs#L282-L288), [src/ha/e2e_partition_chaos.rs:86-94 (`PartitionFixture::start`)](./src/ha/e2e_partition_chaos.rs#L86-L94), [src/test_harness/ha_e2e/config.rs:28-29 (`etcd_members`)](./src/test_harness/ha_e2e/config.rs#L28-L29)","Replace with: `The docs’ E1 symbol is not a fixed global constant; etcd members are configured via TestConfig::etcd_members, and major HA test fixtures use [""etcd-a"", ""etcd-b"", ""etcd-c""].`",docs/src/operator/deployment.md:8
claim-0094,docs/src/operator/deployment.md:9,operator,descriptive,low,E2[(etcd)],,,,rewritten,"[src/ha/e2e_multi_node.rs:283-288 (etcd_members fixture)](./src/ha/e2e_multi_node.rs#L283-L288), [src/ha/e2e_partition_chaos.rs:88-94](./src/ha/e2e_partition_chaos.rs#L88-L94)","Replace with: `The docs’ E2 corresponds to one configured etcd member name (""etcd-b"") in tested multi-node harness configs; the implementation does not guarantee exactly three members globally.`",docs/src/operator/deployment.md:9
claim-0095,docs/src/operator/deployment.md:10,operator,descriptive,low,EN[(...)],,,,rewritten,"[src/ha/e2e_multi_node.rs:283-288](./src/ha/e2e_multi_node.rs#L283-L288), [src/ha/e2e_partition_chaos.rs:88-94](./src/ha/e2e_partition_chaos.rs#L88-L94), [src/test_harness/ha_e2e/config.rs:28-29](./src/test_harness/ha_e2e/config.rs#L28-L29)","Replace with: `The docs’ E3 is the third configured etcd member (""etcd-c"") in those specific fixtures; etcd member count is configurable and validated by etcd_members rather than hard-coded by architecture text.`",docs/src/operator/deployment.md:10
claim-0096,docs/src/operator/deployment.md:31,operator,descriptive,low,A <-->|coordination| ETCD,,,,verified,"[src/test_harness/ha_e2e/startup.rs:333-336 (node_id)](./src/test_harness/ha_e2e/startup.rs#L333-L336), [src/test_harness/ha_e2e/startup.rs:396-403 (dcs_endpoints)](./src/test_harness/ha_e2e/startup.rs#L396-L403), [src/test_harness/ha_e2e/startup.rs:657-665 (spawn_local)](./src/test_harness/ha_e2e/startup.rs#L657-L665), [src/runtime/node.rs:657-661 (EtcdDcsStore::connect)](./src/runtime/node.rs#L657-L661)","Verified: each node runtime is wired with DCS endpoints and repeatedly connects to DCS via etcd for its worker/API/HA path (`run_workers`), so the control-plane links are present per node.",docs/src/operator/deployment.md:31
claim-0097,docs/src/operator/deployment.md:32,operator,descriptive,low,B <-->|coordination| ETCD,,,,verified,"[src/test_harness/ha_e2e/startup.rs:396-403](./src/test_harness/ha_e2e/startup.rs#L396-L403), [src/test_harness/ha_e2e/startup.rs:458-463](./src/test_harness/ha_e2e/startup.rs#L458-L463), [src/runtime/node.rs:657-661](./src/runtime/node.rs#L657-L661)",Verified: node B follows the same per-node DCS wiring pattern as every node in the startup loop and receives a concrete `dcs.endpoints` list before runtime startup.,docs/src/operator/deployment.md:32
claim-0098,docs/src/operator/deployment.md:33,operator,descriptive,low,C <-->|coordination| ETCD,,,,verified,"[src/test_harness/ha_e2e/startup.rs:334-338](./src/test_harness/ha_e2e/startup.rs#L334-L338), [src/test_harness/ha_e2e/startup.rs:396-403](./src/test_harness/ha_e2e/startup.rs#L396-L403), [src/runtime/node.rs:691-692](./src/runtime/node.rs#L691-L692)",Verified: node C is treated identically by the per-node startup loop (iterating all `node_count` entries) and each instance initializes its own DCS-facing worker stack with assigned DCS endpoints.,docs/src/operator/deployment.md:33
claim-0099,docs/src/operator/deployment.md:38,operator,descriptive,low,"This topology keeps data-plane and control-plane responsibilities clear. PostgreSQL stays local to each node. DCS is shared coordination memory, not a substitute for local database health.",,,,verified,"[src/test_harness/ha_e2e/startup.rs:431-463](./src/test_harness/ha_e2e/startup.rs#L431-L463), [src/runtime/node.rs:135-143](./src/runtime/node.rs#L135-L143), [src/runtime/node.rs:342-360](./src/runtime/node.rs#L342-L360), [src/dcs/worker.rs:72-107](./src/dcs/worker.rs#L72-L107), [src/ha/decide.rs:51-59](./src/ha/decide.rs#L51-L59)","Verified: PostgreSQL execution parameters are explicitly local per node (local data dir/socket/log), while DCS is used as shared coordination state (member/leader/lock/trust), consistent with control-plane vs data-plane separation.",docs/src/operator/deployment.md:38
claim-0100,docs/src/operator/deployment.md:42,operator,descriptive,low,A distributed control plane introduces dependence on etcd availability for full coordination trust. The benefit is explicit cluster-wide intent and leader visibility.,,,,verified,"[src/dcs/state.rs:87-103](./src/dcs/state.rs#L87-L103), [src/dcs/worker.rs:72-123](./src/dcs/worker.rs#L72-L123), [src/ha/decide.rs:51-59](./src/ha/decide.rs#L51-L59), [src/ha/decide.rs:57-67](./src/ha/decide.rs#L57-L67), [src/dcs/state.rs:303-333](./src/dcs/state.rs#L303-L333)",Verified: trust is derived from DCS connectivity/member state (`NotTrusted`/`FailSafe`/`FullQuorum`) and is used by HA decision logic to enforce conservative behavior.,docs/src/operator/deployment.md:42
claim-0101,docs/src/operator/deployment.md:46,operator,descriptive,low,"During network partitions or etcd instability, nodes may enter conservative states even if local PostgreSQL looks healthy. That behavior is expected and should be interpreted through trust state, not process count alone.",,,,verified,"[src/ha/decide.rs:51-59](./src/ha/decide.rs#L51-L59), [src/ha/decide.rs:571-603](./src/ha/decide.rs#L571-L603), [src/ha/e2e_partition_chaos.rs:868-882](./src/ha/e2e_partition_chaos.rs#L868-L882), [src/dcs/etcd_store.rs:504-535](./src/dcs/etcd_store.rs#L504-L535)",Verified: partition/instability path is exercised in e2e (node enters FailSafe after etcd isolation) and preserved by decision logic that transitions to conservative states when trust is degraded.,docs/src/operator/deployment.md:46
claim-0102,docs/src/operator/deployment.md:52,operator,descriptive,low,- Validate etcd reachability from each node (endpoints are config-driven; some topologies use per-node proxies rather than a single shared endpoint list).,,,,rewritten,"[src/test_harness/ha_e2e/startup.rs:396-403](./src/test_harness/ha_e2e/startup.rs#L396-L403), [src/test_harness/ha_e2e/startup.rs:300-309](./src/test_harness/ha_e2e/startup.rs#L300-L309), [src/test_harness/ha_e2e/faults.rs:29-34](./src/test_harness/ha_e2e/faults.rs#L29-L34), [src/test_harness/ha_e2e/startup.rs:800-807](./src/test_harness/ha_e2e/startup.rs#L800-L807), [src/test_harness/etcd3.rs:248-252](./src/test_harness/etcd3.rs#L248-L252)","Replace with: `The current implementation validates etcd availability via startup/config-driven connects, but does not require each node to verify reachability of every configured endpoint; in PartitionProxy mode each node receives a node-specific proxy endpoint, while in Plain mode it receives the shared client_endpoints list.`",docs/src/operator/deployment.md:52
claim-0103,docs/src/lifecycle/steady-state.md:3,lifecycle,descriptive,low,"After startup planning, the runtime enters continuous reconciliation. Each loop reevaluates local PostgreSQL state, DCS trust, and coordination records.",,,,verified,"[src/runtime/node.rs:80-101](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L80), [src/runtime/node.rs:587-750](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L587), [src/dcs/worker.rs:27-72](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L27), [src/pginfo/worker.rs:7-22](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/pginfo/worker.rs#L7), [src/dcs/worker.rs:107-122](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L107), [src/dcs/state.rs:87](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L87), [src/ha/worker.rs:42-75](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L42)","Verified: `run_node_from_config` performs startup planning/execution and then starts all subsystem workers via `tokio::try_join!`; each worker has an infinite loop (`run` + `step_once`) and the DCS loop refreshes member records from local PG state, drains/applies DCS events, and recomputes trust every iteration.",docs/src/lifecycle/steady-state.md:3
